epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,13555.6,0.96027,0.42258,0.91072,0.98464,0.99299,0.99004,0.67295,1.33153,0.47854,1.01263,0.003862,0.003862,0.003862
126,13661.6,0.96773,0.42104,0.90825,0.98747,0.99124,0.99112,0.67683,1.33351,0.47221,1.01303,0.0038125,0.0038125,0.0038125
127,13767.5,0.95206,0.41655,0.90657,0.98576,0.99134,0.9912,0.67605,1.3281,0.4758,1.01195,0.003763,0.003763,0.003763
128,13873.7,0.96137,0.41626,0.90512,0.98597,0.98998,0.99059,0.67726,1.32742,0.47234,1.01126,0.0037135,0.0037135,0.0037135
129,13979.6,0.9554,0.41517,0.9044,0.98703,0.99075,0.99081,0.67608,1.3273,0.47392,1.0105,0.003664,0.003664,0.003664
130,14085.6,0.95532,0.41555,0.90411,0.98683,0.99255,0.99122,0.67344,1.3337,0.47348,1.01241,0.0036145,0.0036145,0.0036145
131,14191.7,0.94087,0.41477,0.90163,0.9877,0.99211,0.99204,0.67393,1.33541,0.46705,1.01402,0.003565,0.003565,0.003565
132,14297.8,0.94226,0.40926,0.90162,0.98645,0.99211,0.99309,0.6759,1.33473,0.46462,1.0135,0.0035155,0.0035155,0.0035155
133,14403.7,0.94522,0.41221,0.90011,0.9867,0.98916,0.99315,0.6767,1.33558,0.46465,1.01322,0.003466,0.003466,0.003466
134,14509.8,0.94678,0.40932,0.90225,0.98635,0.99161,0.99345,0.67839,1.33514,0.46608,1.01413,0.0034165,0.0034165,0.0034165
135,14615.9,0.93106,0.40501,0.89634,0.98741,0.99243,0.99351,0.67746,1.33642,0.4647,1.01581,0.003367,0.003367,0.003367
136,14721.9,0.94228,0.40855,0.898,0.98691,0.99299,0.99344,0.67852,1.33282,0.46435,1.01608,0.0033175,0.0033175,0.0033175
137,14828,0.94564,0.4108,0.9,0.98533,0.99266,0.9929,0.67755,1.32932,0.46244,1.01492,0.003268,0.003268,0.003268
138,14934.1,0.91865,0.39852,0.89766,0.98778,0.99138,0.99277,0.67876,1.32652,0.45802,1.01471,0.0032185,0.0032185,0.0032185
139,15040.1,0.91955,0.40154,0.89473,0.98746,0.99323,0.993,0.67648,1.32722,0.45754,1.01426,0.003169,0.003169,0.003169
140,15146.2,0.92343,0.39843,0.89636,0.98612,0.99411,0.99332,0.67499,1.32905,0.45585,1.01506,0.0031195,0.0031195,0.0031195
