epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,26376.2,0.71683,0.37532,0.87295,0.97615,0.97024,0.97515,0.70827,1.31104,0.46543,0.975,0.003697,0.003697,0.003697
193,26513.8,0.71483,0.37064,0.87646,0.97617,0.97029,0.97515,0.70769,1.31152,0.4653,0.97502,0.003664,0.003664,0.003664
194,26651.1,0.71194,0.3714,0.87273,0.97629,0.97034,0.97514,0.70772,1.31175,0.46476,0.9751,0.003631,0.003631,0.003631
195,26788.4,0.71673,0.36872,0.87505,0.9766,0.97064,0.97532,0.70778,1.31147,0.46522,0.97511,0.003598,0.003598,0.003598
196,26925.9,0.70772,0.36969,0.87333,0.97636,0.97037,0.97518,0.70798,1.31141,0.465,0.97532,0.003565,0.003565,0.003565
197,27063.5,0.72147,0.37399,0.87489,0.97662,0.97069,0.97533,0.70776,1.30978,0.46481,0.97458,0.003532,0.003532,0.003532
198,27201,0.70373,0.3685,0.87128,0.97635,0.97041,0.97521,0.70762,1.30846,0.46537,0.97406,0.003499,0.003499,0.003499
199,27338.1,0.71162,0.37215,0.87382,0.97639,0.97044,0.97518,0.7082,1.31045,0.4658,0.97489,0.003466,0.003466,0.003466
200,27475.8,0.70637,0.36975,0.87067,0.97639,0.97043,0.97516,0.70783,1.30931,0.46585,0.9744,0.003433,0.003433,0.003433
201,27613.3,0.70567,0.36646,0.87178,0.97641,0.97047,0.97514,0.70809,1.30993,0.46687,0.97455,0.0034,0.0034,0.0034
202,27750.4,0.7043,0.36631,0.87402,0.97613,0.97022,0.97499,0.70809,1.31097,0.46631,0.97452,0.003367,0.003367,0.003367
203,27887.4,0.69648,0.36543,0.86941,0.97611,0.97023,0.97501,0.70837,1.31105,0.46607,0.97472,0.003334,0.003334,0.003334
204,28024.5,0.69881,0.36784,0.87805,0.97602,0.97026,0.97498,0.70864,1.31295,0.46608,0.97538,0.003301,0.003301,0.003301
205,28161.5,0.69501,0.36359,0.87058,0.97602,0.97025,0.97444,0.70835,1.31278,0.46572,0.97588,0.003268,0.003268,0.003268
206,28298.6,0.69105,0.35606,0.86735,0.97603,0.97026,0.9744,0.70838,1.31085,0.46588,0.97545,0.003235,0.003235,0.003235
207,28435.8,0.68461,0.35523,0.86657,0.9762,0.97028,0.97411,0.7081,1.31064,0.46653,0.97522,0.003202,0.003202,0.003202
208,28572.8,0.69728,0.36213,0.86811,0.97623,0.97028,0.97408,0.7082,1.31149,0.46652,0.97547,0.003169,0.003169,0.003169
209,28710.1,0.68633,0.36244,0.8656,0.97632,0.97028,0.97419,0.70797,1.31194,0.46655,0.9756,0.003136,0.003136,0.003136
210,28847.1,0.68609,0.35843,0.86581,0.97635,0.97027,0.97389,0.70792,1.31298,0.46721,0.97574,0.003103,0.003103,0.003103
211,28984.3,0.69011,0.35964,0.86904,0.97638,0.97023,0.97363,0.70756,1.31319,0.46753,0.97584,0.00307,0.00307,0.00307
212,29121.3,0.68163,0.35688,0.87118,0.97613,0.96994,0.97344,0.70772,1.31336,0.46726,0.97594,0.003037,0.003037,0.003037
213,29258.5,0.68225,0.35287,0.86661,0.97642,0.97023,0.97361,0.70806,1.31381,0.46699,0.97617,0.003004,0.003004,0.003004
214,29395.6,0.67762,0.34976,0.86461,0.97644,0.97022,0.97384,0.70803,1.31426,0.46669,0.97643,0.002971,0.002971,0.002971
215,29532.7,0.66551,0.34774,0.86191,0.97647,0.97021,0.97389,0.7078,1.31475,0.46685,0.97662,0.002938,0.002938,0.002938
216,29669.7,0.67617,0.34909,0.86668,0.9765,0.9702,0.97387,0.70739,1.31503,0.46673,0.97684,0.002905,0.002905,0.002905
217,29806.8,0.68153,0.35095,0.86892,0.97652,0.97021,0.97401,0.7076,1.31531,0.46717,0.97695,0.002872,0.002872,0.002872
218,29943.9,0.67534,0.34805,0.86742,0.97653,0.97018,0.97412,0.70802,1.31558,0.4671,0.97712,0.002839,0.002839,0.002839
219,30081,0.67432,0.35147,0.86328,0.97654,0.97018,0.97421,0.708,1.31563,0.46701,0.97721,0.002806,0.002806,0.002806
220,30218,0.67433,0.35159,0.86528,0.97655,0.97017,0.97423,0.70824,1.31613,0.46721,0.97746,0.002773,0.002773,0.002773
221,30355.1,0.66793,0.34548,0.86564,0.97656,0.97018,0.97428,0.70831,1.31578,0.46782,0.97752,0.00274,0.00274,0.00274
222,30492.2,0.66124,0.3435,0.86197,0.97656,0.97018,0.97415,0.70845,1.31503,0.46752,0.97744,0.002707,0.002707,0.002707
223,30629.4,0.67544,0.35118,0.86411,0.97656,0.97018,0.97401,0.70825,1.31512,0.46707,0.97766,0.002674,0.002674,0.002674
224,30766.4,0.65889,0.34025,0.86233,0.97656,0.97016,0.97404,0.7084,1.31638,0.46726,0.97779,0.002641,0.002641,0.002641
225,30903.8,0.66477,0.34758,0.86122,0.97657,0.97017,0.97405,0.70853,1.31572,0.46707,0.97757,0.002608,0.002608,0.002608
226,31040.9,0.66725,0.34398,0.86325,0.97658,0.97017,0.97364,0.70879,1.31493,0.46647,0.97765,0.002575,0.002575,0.002575
227,31178,0.66298,0.33972,0.85907,0.97657,0.97019,0.97365,0.70844,1.31495,0.46641,0.97776,0.002542,0.002542,0.002542
228,31315.1,0.66228,0.34665,0.85867,0.97657,0.97019,0.97365,0.70873,1.31496,0.46596,0.97775,0.002509,0.002509,0.002509
229,31452.2,0.64776,0.33857,0.8622,0.97657,0.97019,0.97366,0.70877,1.31565,0.46605,0.97789,0.002476,0.002476,0.002476
230,31589.3,0.64793,0.33943,0.86104,0.97658,0.9702,0.97369,0.70889,1.31535,0.46606,0.97804,0.002443,0.002443,0.002443
231,31726.6,0.6559,0.33884,0.86058,0.97659,0.97022,0.97367,0.7087,1.31536,0.46568,0.97798,0.00241,0.00241,0.00241
232,31863.7,0.6499,0.3389,0.86088,0.97657,0.97027,0.97365,0.70885,1.31516,0.4652,0.978,0.002377,0.002377,0.002377
233,32000.9,0.65445,0.34011,0.85917,0.97653,0.97032,0.97371,0.7086,1.31605,0.46559,0.97839,0.002344,0.002344,0.002344
234,32137.9,0.64954,0.33528,0.86008,0.97652,0.97035,0.9737,0.70814,1.3152,0.46547,0.9782,0.002311,0.002311,0.002311
235,32275.1,0.64582,0.33498,0.86242,0.97647,0.97037,0.97374,0.70917,1.31621,0.46519,0.97852,0.002278,0.002278,0.002278
236,32412.2,0.6432,0.33028,0.85653,0.97647,0.97039,0.97375,0.70948,1.31306,0.46491,0.97752,0.002245,0.002245,0.002245
237,32549.7,0.64317,0.33188,0.85988,0.97645,0.9704,0.97389,0.70928,1.31685,0.46474,0.97855,0.002212,0.002212,0.002212
238,32687.1,0.64261,0.33067,0.86038,0.97617,0.97014,0.97382,0.70947,1.31334,0.46447,0.97758,0.002179,0.002179,0.002179
239,32824.6,0.63394,0.33085,0.85827,0.97632,0.97013,0.97387,0.70937,1.31389,0.46299,0.97766,0.002146,0.002146,0.002146
240,32961.8,0.63497,0.32904,0.85684,0.97647,0.97011,0.97386,0.70949,1.31363,0.46332,0.97773,0.002113,0.002113,0.002113
241,33099,0.63626,0.32909,0.85668,0.9765,0.97011,0.97391,0.70938,1.31323,0.46336,0.97775,0.00208,0.00208,0.00208
242,33236.3,0.62732,0.32286,0.85369,0.97649,0.97011,0.97396,0.70948,1.31623,0.46275,0.97875,0.002047,0.002047,0.002047
243,33373.6,0.63849,0.32829,0.85877,0.97648,0.97012,0.9738,0.70901,1.31614,0.46304,0.9789,0.002014,0.002014,0.002014
244,33510.6,0.62849,0.32358,0.85576,0.97652,0.97008,0.97389,0.70904,1.31634,0.4628,0.97886,0.001981,0.001981,0.001981
